acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
-0.6833525435210782,1.3344735199872595,-0.5071717081017225,-1.1796858894705675,-0.4074842715500558,-0.16531295547635072,-0.45788815233288116,3.805626220206693,1.066550170635277,-0.8553517377669025
0.04346124646519807,0.7752909579617197,0.9847493016804761,-1.5364406511823194,-0.4653105469733245,-0.3455527607897374,-0.8852683542690916,-0.14443851068102936,1.4422579101381687,0.3670418484361542
-0.5901910301859729,1.3655392178775674,-0.7375826653889228,-1.284333952906015,-0.48682968531323123,-0.2039357709006479,-0.019597247856580655,2.2103213516456672,-1.746027735963664,-1.312737417372682
1.6025692175692332,-0.771780796975608,-0.5704301443187716,-1.63633198446161,1.3800397964738509,-0.6339364492911561,-2.1719329099114186,-0.7432395634578086,-1.3177186634079265,-1.0820207471290584
-0.02968209045079377,0.3714368853877188,1.7891692848839766,-0.5755811596386672,1.387364213880218,1.598462282233219,-1.217113380305489,-0.2567839239599748,1.9641846082341434,1.6461026869797502
-0.704179146295579,1.154292472223475,0.0627639964927164,-0.5803378897948239,-0.48768664214977625,-0.17175009138040026,0.10441220052590611,1.0419290535446346,-1.3718946621686972,-0.9444002771591781
-0.6667990514821958,0.7504383996494735,-0.05837462832778649,-0.9989301435366132,-0.48766001789250407,0.10504675249372919,-1.098958455237197,0.7161273550356929,-1.5590924212085076,-0.7663031983746268
-0.6448560504073984,-2.188376620773643,1.262003454169081,-1.5887646829000432,1.9440199367641227,-0.19749863499659837,-1.2067349071575986,-0.6196596088509686,0.8450471943870888,-0.4222520234499253
-0.5374508346202314,-0.09454858296689839,-0.5284773738181645,1.2462464901693457,-0.48768664214977625,0.9740600995404153,0.9176587118067648,2.861924748663551,0.31569707223946497,-0.40201371904258987
-0.7146116959293862,1.3531129387214442,-0.23594216858616987,-0.37579849308008645,-0.48768664214977625,2.448164221567756,-0.19097511214482446,1.626125202595151,-0.8106013213745845,-0.4505856496201948
-0.5024190258867827,-0.5791734700556995,1.3659097345950033,0.8228975062714001,-0.435317057694251,2.9502608220836195,-0.07920693978292637,-0.42080822734723516,-0.3623089911444595,0.1079915520222616
-0.37037605450686073,0.8374223537423353,0.9597117906811313,0.3139273795626341,-0.47494215586269733,0.13723243201397683,-0.41131808051542346,-0.4814747505178657,-0.6483357693769276,0.5856155360353765
0.2513423092790694,-0.09454858296689839,1.3511043091915913,-1.1796858894705675,-0.2609959234227125,-0.5322297020071737,-1.061170168391031,-0.6522397787018628,0.22744080851430692,-0.47082395402753024
0.686352681463652,0.8933406099448894,-0.035568907154491375,-0.9799032229119865,-0.48768664214977625,-0.5644153815274213,-1.4933404348570372,0.244276619264122,0.31464729510084827,-0.5274912063680693
0.9712267305048832,0.2720266521387338,0.013432904436043268,-0.37579849308008645,-0.48768664214977625,-0.6017507697709086,-0.3306853275971972,-0.14556196481381883,0.12733705993904265,-0.5922537804715426
-0.6494756295810399,0.11669816268719474,-0.7055570911637501,0.7134927126797962,-0.28150429216054057,0.8066945660351275,0.11638736185039542,0.7947691443309548,-0.8108262736185738,-0.7298742504414231
-0.6306123479553367,-0.09454858296689839,0.300504493044703,1.2985705218870693,-0.32252102963619667,-0.46142120706262896,0.7885930841983826,-0.5219190992982861,0.08650822765497428,1.1158591115075633
0.1743493230517097,1.0610953785525516,2.460096528000371,-0.10942160433531141,-0.48589215988521633,-0.043007373299409825,-1.484824764581845,-0.5544992691491802,0.030007722372980918,1.3951477123287914
0.4861709172725167,0.5888967706198728,-0.6190173064334281,-0.33774465183083285,-0.48768664214977625,-0.4742954788707279,0.09908990660391108,1.671063367906729,0.6915922719456822,1.1563357203222342
-0.6294574531619264,0.7255858413372271,-0.38830145982572917,0.36625141128035776,0.1898219679391865,-0.6056130513133382,0.04267359103076258,-0.5320301864933912,-0.43613081921363356,1.0753825026928925
